term,coef_per_sd,odds_ratio_per_sd,or_ci_lo,or_ci_hi,se,z,p_value,label
const,-0.11505016074539248,0.891321433438,0.8435839030451583,0.9417603807258076,0.02808508294693087,-4.0964864146133895,4.194680923991817e-05,Intercept
crash_z,0.027986925633464325,1.0283822388871993,0.9826096077480655,1.076287083822004,0.023230175352588183,1.2047660083782437,0.22829364569979094,Crash z-score
avol,0.0029485715171979838,1.0029529228298617,0.9425440125892853,1.0672335211695745,0.03169508983328931,0.093029284116466,0.9258802967361667,Abnormal volume
mom_20,-0.01099884971972901,0.9890614164725485,0.9380464628555244,1.0428507800954745,0.027019347263293473,-0.4070731099663259,0.68395429243873,Momentum 20d
rv_20,0.07881941935768218,1.0820089145626537,1.0142113218915785,1.1543386135835383,0.03301495955023652,2.3873850045991505,0.01696871046421985,Realised vol 20d
spy_ret_event,-0.01704655603672018,0.9830979144268746,0.8985398132050152,1.0756134510090465,0.04588742837481105,-0.3714864101226804,0.7102752761167397,Market return (event day)
vix,-0.07463380421510457,0.9280832842952049,0.8361399749659073,1.0301368292112745,0.053228244167253726,-1.4021466494478068,0.16087145917394297,VIX
