group,tau,mean_car,lo,hi,n_events
avol_q1_lowest,24,-0.004966498444082766,-0.007601679171485978,-0.002400593121251334,3638
avol_q1_lowest,25,-0.00502760539054239,-0.0077413931035816945,-0.0024087157408062936,3638
avol_q1_lowest,26,-0.00525925774092443,-0.008041873179241843,-0.0025085047635154713,3638
avol_q1_lowest,27,-0.005789625222173023,-0.008646121636861542,-0.0029958981307186263,3638
avol_q1_lowest,28,-0.006036793244015399,-0.008854093027795627,-0.0032376231506467106,3638
avol_q1_lowest,29,-0.005493400994634398,-0.008336512952220354,-0.002652923695725999,3638
avol_q1_lowest,30,-0.005815316803493132,-0.008765170828141636,-0.002833582487570121,3638
avol_q1_lowest,31,-0.00568384369504858,-0.008666707539419881,-0.002724662268236422,3638
avol_q1_lowest,32,-0.006201594905270863,-0.009220885953925746,-0.0032422420229525407,3638
avol_q1_lowest,33,-0.006171101553201555,-0.009156760740400043,-0.003121642163160766,3638
avol_q1_lowest,34,-0.006326529236766083,-0.009402411393978,-0.0033077086379893553,3638
avol_q1_lowest,35,-0.006284402321982891,-0.0093213578066409,-0.0031632131295414273,3638
avol_q1_lowest,36,-0.006741211192524047,-0.009868696696642202,-0.003640583753555575,3638
avol_q1_lowest,37,-0.007079243422097067,-0.010242125895551343,-0.003941550096658065,3638
avol_q1_lowest,38,-0.0069905516909787475,-0.01021081029270473,-0.0039400502277902065,3638
avol_q1_lowest,39,-0.006534096125705742,-0.009819392879952468,-0.0034472927833058154,3638
avol_q1_lowest,40,-0.006839599602611876,-0.010155008457781826,-0.003632785235926426,3638
avol_q1_lowest,41,-0.007372928901579984,-0.010716823572290627,-0.0040819443381398205,3638
avol_q1_lowest,42,-0.0066629022516470375,-0.010122580583125897,-0.0033441664846948415,3638
avol_q1_lowest,43,-0.007719441735285778,-0.011194206342169487,-0.004404129646612592,3638
avol_q1_lowest,44,-0.008001642807312746,-0.011509285642804413,-0.004586620611088531,3638
avol_q1_lowest,45,-0.008405329565215678,-0.011915411886160904,-0.00496242569000863,3638
avol_q1_lowest,46,-0.008389819073461762,-0.011945237055211966,-0.004906548407234029,3638
avol_q1_lowest,47,-0.008687474258242714,-0.012273130361262092,-0.005191269132067666,3638
avol_q1_lowest,48,-0.00881791092406876,-0.012404505269166128,-0.005288097445218141,3638
avol_q1_lowest,49,-0.009263487286944849,-0.012909076174444414,-0.005751056700827814,3638
avol_q1_lowest,50,-0.008913776290596585,-0.012544101989358193,-0.005314500872564902,3638
avol_q1_lowest,51,-0.00930459782131861,-0.012949195525713773,-0.005618941998059877,3638
avol_q1_lowest,52,-0.009450053254437134,-0.013242652018582855,-0.005866268808605787,3638
avol_q1_lowest,53,-0.009180780555510908,-0.01291528790179789,-0.005559937858336602,3638
avol_q1_lowest,54,-0.00895198337871228,-0.012675013394804393,-0.0053082237229283005,3638
avol_q1_lowest,55,-0.009149483321365531,-0.012837140484106056,-0.005487945258614637,3638
avol_q1_lowest,56,-0.010073797608465503,-0.013806040338640507,-0.006399616157485978,3638
avol_q1_lowest,57,-0.011087854046001955,-0.014884032706727198,-0.0074086156140453,3638
avol_q1_lowest,58,-0.010061008817255898,-0.013926175915219793,-0.006264398718761485,3638
avol_q1_lowest,59,-0.00985860904258466,-0.013681505674297314,-0.00610138863765691,3638
avol_q1_lowest,60,-0.009869101928723768,-0.013755995068319602,-0.006109244348582937,3638
high_vix,0,0.0,0.0,0.0,3698
high_vix,1,-0.002210543188722657,-0.0032671629434664544,-0.0010779196217975454,3698
high_vix,2,-0.00219972719575577,-0.0036444369026456154,-0.0006272799288420759,3698
high_vix,3,-0.0043853294071015455,-0.00604895210925099,-0.0026583365731331922,3698
high_vix,4,-0.0018580781099229915,-0.003827483462154777,7.78453164790018e-05,3698
high_vix,5,-0.004062983108016019,-0.006127181737278519,-0.0020458305612500935,3698
high_vix,6,-0.003309213179432623,-0.005633156499003218,-0.000959099812776382,3698
high_vix,7,-0.003675011961003573,-0.006138353717799071,-0.0011796101299440952,3698
high_vix,8,-0.0025701906864637916,-0.005005369310208676,-7.020281009445219e-05,3698
high_vix,9,-0.00031041713842412167,-0.0027810124298897365,0.0022072198528634555,3698
high_vix,10,-0.0008109377504818738,-0.003379986366165205,0.0017504409291407951,3698
high_vix,11,0.0013307129683012547,-0.0014133206865148081,0.004057086106895837,3698
high_vix,12,0.0010722185183203708,-0.001829695827303967,0.0040710904497336005,3698
high_vix,13,0.0007040369243091683,-0.002205803479901567,0.003933481924598148,3698
high_vix,14,-0.0003152062568722253,-0.003470272221022498,0.002906695960228927,3698
high_vix,15,-0.0032702366478804994,-0.0064784485011198925,3.845218240506753e-06,3698
high_vix,16,-0.003482642775537143,-0.007069815227253958,6.703080270876553e-05,3698
high_vix,17,-0.0025123608009698477,-0.006008957241065051,0.0012071540292426515,3698
high_vix,18,-0.003750401769356547,-0.007193165059975923,-0.0001761644060313042,3698
high_vix,19,-0.0032310734605084527,-0.006865532693297236,0.00045553065115148267,3698
high_vix,20,-0.001823027125683762,-0.005344401934241168,0.0017205180284415908,3698
high_vix,21,-0.0006853052404177679,-0.004297406616507648,0.0029248768479463666,3698
high_vix,22,-0.0008206964379381307,-0.004344708808629119,0.0027370941925798963,3698
high_vix,23,-0.0003531677023336773,-0.003869844557498955,0.0030469908888479595,3698
high_vix,24,0.0002610105790699587,-0.003431516997170664,0.0039028730264203055,3698
high_vix,25,-0.0007390412960298117,-0.004396585249126149,0.0029772328013995173,3698
high_vix,26,-0.0008046436470147244,-0.004714371750555685,0.002992154718826727,3698
high_vix,27,-0.0011916177152560493,-0.005257722380630894,0.002691844892125981,3698
high_vix,28,-0.001580403167146741,-0.005673241781993088,0.0025655192812607973,3698
high_vix,29,-0.00019943374495180326,-0.004315799997514217,0.003870120223669511,3698
high_vix,30,0.00044622704250943753,-0.0036815020186843355,0.00451896284669605,3698
high_vix,31,-0.0002624248848562234,-0.004443683436762469,0.0039977669939198655,3698
high_vix,32,-0.000298151864380009,-0.004510258538623332,0.0040137376648043685,3698
high_vix,33,-0.0005819234222753873,-0.004841389480362954,0.0038934936033355383,3698
high_vix,34,-0.00015493062075974632,-0.00443798207138143,0.004411641842575181,3698
high_vix,35,-0.0001513728167985846,-0.004473921794261939,0.004505205554225561,3698
high_vix,36,0.0010061069451726757,-0.003375978149946887,0.0056435624465342865,3698
high_vix,37,-0.0003548241432542379,-0.0047158731949332785,0.004127161146081895,3698
high_vix,38,-0.0003870539546004768,-0.004653605678407113,0.004024311241248592,3698
high_vix,39,-0.0001897222098305318,-0.004631769303965675,0.004354509431910906,3698
high_vix,40,-0.00041129707465398176,-0.004912053688816739,0.004167806198239962,3698
high_vix,41,-0.00024069746317803475,-0.0048491723396949255,0.0045104066335891185,3698
high_vix,42,0.0007876344491104984,-0.0038388824825904035,0.005555455307144726,3698
high_vix,43,0.00029150310856209945,-0.004445324640954141,0.005160144781063852,3698
high_vix,44,0.00048098104900764946,-0.0041981231817455516,0.005355470212379308,3698
high_vix,45,0.0006022073622536107,-0.00419421924862517,0.005481836653029885,3698
high_vix,46,0.000998905997044689,-0.0038236624965892014,0.005989893327739361,3698
high_vix,47,0.0008532489344256208,-0.00401628676768672,0.006058514764851321,3698
high_vix,48,0.0010720039881746283,-0.00404644593301104,0.006395334784561307,3698
high_vix,49,0.0009233582826254812,-0.004138783355847946,0.006220513203708261,3698
high_vix,50,0.0020843507302072454,-0.0029950202417437692,0.007514779968947023,3698
high_vix,51,0.0025373310301310607,-0.0026777833518413442,0.00800305788526096,3698
high_vix,52,0.0038244416145411663,-0.0013687799762700692,0.009219908090694541,3698
high_vix,53,0.0037146505035415525,-0.0015263028287236982,0.00909125803109452,3698
high_vix,54,0.003576832887081384,-0.0016680529755396848,0.008742768364307619,3698
high_vix,55,0.004337586538850429,-0.0008351532735311752,0.009535100429650157,3698
high_vix,56,0.005464930102359189,5.493303874532861e-05,0.010971095504790583,3698
high_vix,57,0.005300884036600296,-9.918502274049659e-05,0.010803278320742979,3698
high_vix,58,0.006500340768385632,0.001106781975653671,0.01209114366855315,3698
high_vix,59,0.006401128613224417,0.0010625772059748844,0.011860964740240948,3698
high_vix,60,0.007155948059815237,0.0017345311538708298,0.012637061834092677,3698
low_vix,0,0.0,0.0,0.0,10838
low_vix,1,-0.0006440061487834,-0.0010220272600379022,-0.00025105358479983475,10838
low_vix,2,-0.0009931259397272785,-0.0014861554897629698,-0.0004799747705060135,10838
low_vix,3,-0.0012444421909769176,-0.0018258945440837759,-0.000675150818758864,10838
low_vix,4,-0.001950425917336175,-0.0026336073863579453,-0.0012954037490887165,10838
low_vix,5,-0.002299497345644259,-0.0030156522789221416,-0.001612253975393027,10838
low_vix,6,-0.0021926743267067835,-0.0030025960662831367,-0.001409701219384739,10838
low_vix,7,-0.0020545381636657453,-0.0028989556794051024,-0.0011815080877855396,10838
low_vix,8,-0.0024048941343646525,-0.0033174801021952317,-0.0015050132651738522,10838
low_vix,9,-0.0024149996944842016,-0.0033808534099319973,-0.0014196456841350637,10838
low_vix,10,-0.0024505172766142967,-0.0034783821767365277,-0.001401068581780596,10838
low_vix,11,-0.0026437610813058047,-0.0037005094627810087,-0.0015677101598109988,10838
low_vix,12,-0.0028177378122586846,-0.003946140975857512,-0.001689543394770074,10838
low_vix,13,-0.0030216476785587076,-0.004222390507265329,-0.0018888037537940034,10838
low_vix,14,-0.0029885985966082973,-0.004199109393902954,-0.0018348551439776677,10838
low_vix,15,-0.002846573969634564,-0.004087636540093706,-0.0016228862630043573,10838
low_vix,16,-0.0026783495951835114,-0.004001527184044545,-0.0014222070622733258,10838
low_vix,17,-0.0032000530642031337,-0.004538025752307857,-0.001907568732271126,10838
low_vix,18,-0.0032706383277370313,-0.004648636152932917,-0.001911090099108333,10838
low_vix,19,-0.0029885623875986127,-0.004381335138753812,-0.0016487200169403471,10838
low_vix,20,-0.0029949971447149285,-0.004422280384908317,-0.0016339826249847822,10838
low_vix,21,-0.0024195581780152224,-0.0039102424114507974,-0.0010868957825341669,10838
low_vix,22,-0.002238098024037932,-0.0037374685888660578,-0.000880488015501866,10838
low_vix,23,-0.0026892156527814973,-0.0041862307762722175,-0.0012664263192022544,10838
low_vix,24,-0.003264690537917258,-0.004833895541829799,-0.0017863474033410274,10838
low_vix,25,-0.0030283733058034546,-0.0045975854162500565,-0.0014720573423652994,10838
low_vix,26,-0.002930074037512285,-0.0045162196432098674,-0.0012956795485925792,10838
low_vix,27,-0.0033601260348549195,-0.004960046615750802,-0.0016768373999872183,10838
low_vix,28,-0.003821535975836495,-0.005452650668941722,-0.0020894059315475816,10838
low_vix,29,-0.004034928483611895,-0.005732650745396389,-0.002269385124921063,10838
low_vix,30,-0.004132149316180061,-0.00583368944277766,-0.002369328570472525,10838
low_vix,31,-0.004141208998394861,-0.005852954473101066,-0.0023303268036391407,10838
low_vix,32,-0.0041715645005728705,-0.00585796789616016,-0.002351054494791911,10838
low_vix,33,-0.004276090380068856,-0.006046143972591498,-0.002454884803521196,10838
low_vix,34,-0.004601822505343607,-0.006436856012454447,-0.0027702346405547545,10838
low_vix,35,-0.0048653976836658674,-0.006677785252641969,-0.002976217470300236,10838
low_vix,36,-0.005320699831492188,-0.007144608452196471,-0.0034351685554889462,10838
low_vix,37,-0.0051996750261041206,-0.0070733055769904895,-0.003291984038365482,10838
low_vix,38,-0.004842794553060833,-0.006730994410978305,-0.002913358171673312,10838
low_vix,39,-0.00500529145148012,-0.006911674762139567,-0.0030740677189542076,10838
low_vix,40,-0.005123214997251937,-0.006989724127460875,-0.0031333393640647603,10838
low_vix,41,-0.0055226239899236005,-0.007398128812964876,-0.0035546152442548005,10838
low_vix,42,-0.005456263080983007,-0.007381056071115701,-0.0033846081536242807,10838
low_vix,43,-0.005863408049234872,-0.007848248591641455,-0.0037544037929250545,10838
low_vix,44,-0.006239628252877709,-0.00823346439628373,-0.004165539313506595,10838
low_vix,45,-0.006390007973970764,-0.00839861839858982,-0.004261295874835463,10838
low_vix,46,-0.00654788158291571,-0.008558706160010993,-0.004410357629006118,10838
low_vix,47,-0.006918687195432174,-0.008988068701539637,-0.004712052730326666,10838
low_vix,48,-0.007006073533826011,-0.009082234868863575,-0.004795080228800437,10838
low_vix,49,-0.007083900811553235,-0.009184393349526993,-0.004877260039691664,10838
low_vix,50,-0.007218894696178475,-0.009350742611803495,-0.004985523990178838,10838
low_vix,51,-0.00749994577283976,-0.009658509659871339,-0.005289341226623788,10838
low_vix,52,-0.00739860773211437,-0.009520838069977253,-0.005132799904534562,10838
low_vix,53,-0.007128213624741428,-0.009312006984788467,-0.004819867855760312,10838
low_vix,54,-0.007239164309142202,-0.009429319743045263,-0.0049853626442747795,10838
low_vix,55,-0.007586257243167235,-0.009801658197783265,-0.005265830025230452,10838
low_vix,56,-0.007952044226048071,-0.010158151535863146,-0.005589078199118752,10838
low_vix,57,-0.008164237405853713,-0.010391814588605885,-0.00586271056639734,10838
low_vix,58,-0.00795235619824462,-0.010230815315460875,-0.005606902487223423,10838
low_vix,59,-0.007938222525418426,-0.010233765433095237,-0.0055387683129158255,10838
low_vix,60,-0.00814030340604776,-0.010501720524615095,-0.005672814777155247,10838
